Entropy	Region	Response
5.00	R3	Inclusion
8.62	R4	Inclusion
8.40	R1	Exclusion
7.23	R2	Exclusion
7.41	R3	Exclusion
10.88	R4	Exclusion
9.16	R1	Inclusion
6.33	R2	Inclusion
6.84	R3	Inclusion
11.69	R4	Inclusion
9.85	R1	Exclusion
5.22	R2	Exclusion
1.82	R3	Exclusion
11.64	R4	Exclusion
8.35	R1	Exclusion
9.60	R2	Exclusion
-1.36	R3	Exclusion
11.09	R4	Exclusion
8.63	R1	Exclusion
1.40	R2	Exclusion
7.94	R3	Exclusion
3.96	R4	Exclusion
6.30	R1	Stable
8.09	R2	Stable
10.52	R3	Stable
5.58	R4	Stable
9.89	R1	Stable
8.64	R2	Stable
8.65	R3	Stable
11.55	R4	Stable
5.88	R1	Exclusion
7.40	R2	Exclusion
-0.94	R3	Exclusion
7.63	R4	Exclusion
7.36	R1	Exclusion
6.26	R2	Exclusion
8.73	R3	Exclusion
7.70	R4	Exclusion
8.73	R1	Exclusion
6.97	R2	Exclusion
3.49	R3	Exclusion
7.75	R4	Exclusion
9.88	R1	Exclusion
10.40	R2	Exclusion
10.86	R3	Exclusion
11.72	R4	Exclusion
8.70	R1	Stable
8.32	R2	Stable
7.81	R3	Stable
10.94	R4	Stable
7.53	R1	Exclusion
4.78	R2	Exclusion
7.82	R3	Exclusion
11.91	R4	Exclusion
5.87	R1	Inclusion
10.78	R2	Inclusion
5.96	R3	Inclusion
8.45	R4	Inclusion
2.11	R1	Exclusion
9.77	R2	Exclusion
8.91	R3	Exclusion
9.04	R4	Exclusion
9.26	R1	Exclusion
5.92	R2	Exclusion
10.07	R3	Exclusion
6.61	R4	Exclusion
8.56	R1	Inclusion
8.84	R2	Inclusion
8.68	R3	Inclusion
10.11	R4	Inclusion
8.95	R1	Exclusion
4.16	R2	Exclusion
10.77	R3	Exclusion
9.96	R4	Exclusion
8.89	R1	Exclusion
7.26	R2	Exclusion
9.65	R3	Exclusion
11.62	R4	Exclusion
7.82	R1	Stable
4.65	R2	Stable
8.59	R3	Stable
10.39	R4	Stable
11.45	R1	Exclusion
6.98	R2	Exclusion
8.56	R3	Exclusion
3.24	R4	Exclusion
9.79	R1	Exclusion
5.86	R2	Exclusion
6.62	R3	Exclusion
8.95	R4	Exclusion
9.79	R1	Inclusion
8.74	R2	Inclusion
7.87	R3	Inclusion
9.65	R4	Inclusion
10.77	R1	Inclusion
5.29	R2	Inclusion
5.32	R3	Inclusion
9.02	R4	Inclusion
10.74	R1	Stable
12.14	R2	Stable
9.88	R3	Stable
10.11	R4	Stable
7.30	R1	Exclusion
10.33	R2	Exclusion
10.65	R3	Exclusion
13.57	R4	Exclusion
8.37	R1	Inclusion
8.22	R2	Inclusion
8.68	R3	Inclusion
13.51	R4	Inclusion
9.99	R1	Stable
6.10	R2	Stable
5.05	R3	Stable
9.53	R4	Stable
7.61	R1	Inclusion
3.40	R2	Inclusion
9.35	R3	Inclusion
3.29	R4	Inclusion
11.08	R1	Exclusion
6.01	R2	Exclusion
9.99	R3	Exclusion
6.94	R4	Exclusion
4.41	R1	Stable
13.83	R2	Stable
6.31	R3	Stable
11.11	R4	Stable
8.83	R1	Stable
5.65	R2	Stable
8.98	R3	Stable
5.56	R4	Stable
8.55	R1	Inclusion
11.08	R2	Inclusion
4.74	R3	Inclusion
9.82	R4	Inclusion
8.07	R1	Stable
4.59	R2	Stable
7.15	R3	Stable
10.92	R4	Stable
10.57	R1	Inclusion
9.76	R2	Inclusion
9.45	R3	Inclusion
10.11	R4	Inclusion
10.10	R1	Exclusion
6.74	R2	Exclusion
5.91	R3	Exclusion
1.40	R4	Exclusion
10.77	R1	Stable
-1.50	R2	Stable
10.06	R3	Stable
7.50	R4	Stable
10.07	R1	Exclusion
10.29	R2	Exclusion
6.63	R3	Exclusion
12.43	R4	Exclusion
5.20	R1	Exclusion
10.32	R2	Exclusion
7.94	R3	Exclusion
6.67	R4	Exclusion
8.83	R1	Inclusion
7.45	R2	Inclusion
3.41	R3	Inclusion
7.94	R4	Inclusion
10.03	R1	Exclusion
2.58	R2	Exclusion
10.28	R3	Exclusion
6.23	R4	Exclusion
10.38	R1	Inclusion
7.17	R2	Inclusion
6.62	R3	Inclusion
10.10	R4	Inclusion
9.25	R1	Exclusion
10.45	R2	Exclusion
10.67	R3	Exclusion
5.37	R4	Exclusion
5.98	R1	Stable
-3.61	R2	Stable
10.03	R3	Stable
10.35	R4	Stable
10.57	R1	Stable
7.49	R2	Stable
5.96	R3	Stable
8.04	R4	Stable
10.67	R1	Exclusion
6.49	R2	Exclusion
9.10	R3	Exclusion
8.87	R4	Exclusion
10.49	R1	Exclusion
8.05	R2	Exclusion
7.36	R3	Exclusion
11.11	R4	Exclusion
8.46	R1	Inclusion
6.99	R2	Inclusion
10.03	R3	Inclusion
8.19	R4	Inclusion
10.07	R1	Exclusion
6.10	R2	Exclusion
9.54	R3	Exclusion
5.60	R4	Exclusion
5.41	R1	Inclusion
10.69	R2	Inclusion
1.60	R3	Inclusion
10.95	R4	Inclusion
8.00	R1	Exclusion
5.29	R2	Exclusion
5.50	R3	Exclusion
6.87	R4	Exclusion
6.02	R1	Inclusion
6.64	R2	Inclusion
8.38	R3	Inclusion
7.91	R4	Inclusion
6.89	R1	Exclusion
8.19	R2	Exclusion
7.15	R3	Exclusion
7.24	R4	Exclusion
10.90	R1	Stable
9.28	R2	Stable
5.02	R3	Stable
10.12	R4	Stable
9.82	R1	Stable
9.17	R2	Stable
10.45	R3	Stable
11.09	R4	Stable
9.43	R1	Exclusion
8.22	R2	Exclusion
-3.56	R3	Exclusion
12.89	R4	Exclusion
8.76	R1	Inclusion
6.23	R2	Inclusion
6.60	R3	Inclusion
8.76	R4	Inclusion
8.63	R1	Exclusion
8.74	R2	Exclusion
8.34	R3	Exclusion
11.83	R4	Exclusion
11.00	R1	Stable
6.73	R2	Stable
7.72	R3	Stable
12.30	R4	Stable
-0.37	R1	Stable
-6.12	R2	Stable
-0.84	R3	Stable
4.49	R4	Stable
8.07	R1	Exclusion
6.14	R2	Exclusion
7.96	R3	Exclusion
8.39	R4	Exclusion
9.04	R1	Stable
5.92	R2	Stable
9.80	R3	Stable
7.27	R4	Stable
9.43	R1	Exclusion
8.86	R2	Exclusion
10.28	R3	Exclusion
8.92	R4	Exclusion
6.38	R1	Exclusion
9.31	R2	Exclusion
7.15	R3	Exclusion
6.87	R4	Exclusion
6.12	R1	Exclusion
6.16	R2	Exclusion
7.67	R3	Exclusion
8.49	R4	Exclusion
5.83	R1	Inclusion
9.40	R2	Inclusion
7.56	R3	Inclusion
8.18	R4	Inclusion
10.77	R1	Exclusion
10.74	R2	Exclusion
8.56	R3	Exclusion
9.28	R4	Exclusion
10.03	R1	Exclusion
6.49	R2	Exclusion
5.84	R3	Exclusion
7.74	R4	Exclusion
10.13	R1	Exclusion
2.46	R2	Exclusion
9.72	R3	Exclusion
7.05	R4	Exclusion
10.51	R1	Inclusion
10.17	R2	Inclusion
6.38	R3	Inclusion
5.87	R4	Inclusion
7.93	R1	Stable
9.36	R2	Stable
7.13	R3	Stable
9.94	R4	Stable
6.80	R1	Exclusion
4.48	R2	Exclusion
8.34	R3	Exclusion
5.76	R4	Exclusion
10.91	R1	Stable
9.54	R2	Stable
8.05	R3	Stable
9.64	R4	Stable
7.82	R1	Exclusion
10.40	R2	Exclusion
8.54	R3	Exclusion
10.77	R4	Exclusion
7.30	R1	Exclusion
7.41	R2	Exclusion
10.27	R3	Exclusion
4.66	R4	Exclusion
9.89	R1	Inclusion
7.84	R2	Inclusion
8.49	R3	Inclusion
9.66	R4	Inclusion
10.45	R1	Inclusion
4.86	R2	Inclusion
4.09	R3	Inclusion
7.13	R4	Inclusion
9.60	R1	Stable
12.18	R2	Stable
-0.73	R3	Stable
11.65	R4	Stable
10.51	R1	Exclusion
8.74	R2	Exclusion
8.34	R3	Exclusion
10.77	R4	Exclusion
7.23	R1	Exclusion
8.12	R2	Exclusion
8.55	R3	Exclusion
11.65	R4	Exclusion
9.72	R1	Exclusion
7.83	R2	Exclusion
10.36	R3	Exclusion
9.65	R4	Exclusion
10.75	R1	Exclusion
4.68	R2	Exclusion
11.11	R3	Exclusion
6.55	R4	Exclusion
9.60	R1	Exclusion
6.54	R2	Exclusion
8.34	R3	Exclusion
10.84	R4	Exclusion
8.35	R1	Exclusion
9.15	R2	Exclusion
8.54	R3	Exclusion
10.67	R4	Exclusion
9.33	R1	Stable
3.57	R2	Stable
-0.56	R3	Stable
12.26	R4	Stable
11.11	R1	Inclusion
3.87	R2	Inclusion
10.08	R3	Inclusion
0.82	R4	Inclusion
6.84	R1	Stable
6.12	R2	Stable
7.70	R3	Stable
12.86	R4	Stable
8.69	R1	Stable
10.72	R2	Stable
2.42	R3	Stable
9.97	R4	Stable
9.25	R1	Stable
8.26	R2	Stable
7.00	R3	Stable
10.64	R4	Stable
8.63	R1	Exclusion
10.97	R2	Exclusion
9.81	R3	Exclusion
6.30	R4	Exclusion
10.22	R1	Inclusion
5.46	R2	Inclusion
9.72	R3	Inclusion
7.51	R4	Inclusion
5.66	R1	Exclusion
10.19	R2	Exclusion
5.23	R3	Exclusion
8.29	R4	Exclusion
9.46	R1	Inclusion
11.14	R2	Inclusion
9.06	R3	Inclusion
3.98	R4	Inclusion
9.79	R1	Inclusion
5.38	R2	Inclusion
9.45	R3	Inclusion
8.54	R4	Inclusion
11.81	R1	Stable
10.73	R2	Stable
6.43	R3	Stable
9.33	R4	Stable
9.24	R1	Inclusion
9.36	R2	Inclusion
6.91	R3	Inclusion
8.36	R4	Inclusion
8.70	R1	Exclusion
9.36	R2	Exclusion
4.07	R3	Exclusion
9.56	R4	Exclusion
8.34	R1	Exclusion
8.92	R2	Exclusion
8.00	R3	Exclusion
8.57	R4	Exclusion
8.08	R1	Stable
7.53	R2	Stable
10.29	R3	Stable
10.95	R4	Stable
-3.12	R1	Inclusion
8.32	R2	Inclusion
8.55	R3	Inclusion
6.28	R4	Inclusion
11.45	R1	Exclusion
7.92	R2	Exclusion
7.94	R3	Exclusion
11.14	R4	Exclusion
10.88	R1	Inclusion
7.07	R2	Inclusion
4.22	R3	Inclusion
7.96	R4	Inclusion
8.68	R1	Stable
4.56	R2	Stable
9.46	R3	Stable
8.90	R4	Stable
10.28	R1	Stable
8.45	R2	Stable
5.06	R3	Stable
7.69	R4	Stable
6.60	R1	Exclusion
2.09	R2	Exclusion
9.80	R3	Exclusion
7.46	R4	Exclusion
10.47	R1	Exclusion
9.29	R2	Exclusion
6.69	R3	Exclusion
8.20	R4	Exclusion
11.00	R1	Stable
6.70	R2	Stable
4.67	R3	Stable
10.14	R4	Stable
10.65	R1	Stable
8.24	R2	Stable
8.55	R3	Stable
6.34	R4	Stable
-3.71	R1	Exclusion
9.50	R2	Exclusion
10.65	R3	Exclusion
9.31	R4	Exclusion
8.49	R1	Exclusion
6.52	R2	Exclusion
7.96	R3	Exclusion
15.38	R4	Exclusion
10.57	R1	Exclusion
8.23	R2	Exclusion
8.65	R3	Exclusion
8.40	R4	Exclusion
10.47	R1	Inclusion
8.14	R2	Inclusion
9.72	R3	Inclusion
9.00	R4	Inclusion
8.38	R1	Exclusion
6.54	R2	Exclusion
7.80	R3	Exclusion
13.04	R4	Exclusion
10.07	R1	Exclusion
6.18	R2	Exclusion
10.47	R3	Exclusion
7.97	R4	Exclusion
10.57	R1	Stable
7.97	R2	Stable
10.03	R3	Stable
11.67	R4	Stable
7.81	R1	Exclusion
6.94	R2	Exclusion
7.57	R3	Exclusion
7.73	R4	Exclusion
7.66	R1	Exclusion
4.98	R2	Exclusion
7.80	R3	Exclusion
8.11	R4	Exclusion
10.45	R1	Exclusion
9.98	R2	Exclusion
7.26	R3	Exclusion
4.86	R4	Exclusion
9.20	R1	Exclusion
9.88	R2	Exclusion
9.88	R3	Exclusion
9.20	R4	Exclusion
8.66	R1	Stable
12.75	R2	Stable
5.61	R3	Stable
12.66	R4	Stable
9.57	R1	Stable
10.00	R2	Stable
10.47	R3	Stable
5.57	R4	Stable
6.06	R1	Inclusion
4.69	R2	Inclusion
8.54	R3	Inclusion
8.32	R4	Inclusion
1.48	R1	Exclusion
8.64	R2	Exclusion
7.83	R3	Exclusion
6.24	R4	Exclusion
8.95	R1	Exclusion
8.95	R2	Exclusion
6.62	R3	Exclusion
9.24	R4	Exclusion
9.33	R1	Stable
3.57	R2	Stable
6.89	R3	Stable
12.26	R4	Stable
9.46	R1	Exclusion
9.59	R2	Exclusion
5.02	R3	Exclusion
10.30	R4	Exclusion
6.64	R1	Stable
11.93	R2	Stable
9.35	R3	Stable
7.69	R4	Stable
8.02	R1	Exclusion
9.91	R2	Exclusion
7.44	R3	Exclusion
10.09	R4	Exclusion
10.10	R1	Exclusion
9.92	R2	Exclusion
3.89	R3	Exclusion
6.90	R4	Exclusion
7.81	R1	Stable
4.00	R2	Stable
10.20	R3	Stable
11.63	R4	Stable
8.23	R1	Exclusion
9.31	R2	Exclusion
9.46	R3	Exclusion
8.61	R4	Exclusion
9.00	R1	Stable
10.34	R2	Stable
2.46	R3	Stable
9.95	R4	Stable
7.66	R1	Exclusion
-1.62	R2	Exclusion
7.61	R3	Exclusion
12.19	R4	Exclusion
11.08	R1	Exclusion
9.20	R2	Exclusion
9.04	R3	Exclusion
5.57	R4	Exclusion
3.11	R1	Stable
4.52	R2	Stable
10.77	R3	Stable
6.46	R4	Stable
9.60	R1	Inclusion
5.71	R2	Inclusion
-2.29	R3	Inclusion
8.94	R4	Inclusion
10.07	R1	Exclusion
9.50	R2	Exclusion
10.27	R3	Exclusion
6.63	R4	Exclusion
11.01	R1	Stable
5.89	R2	Stable
6.99	R3	Stable
10.49	R4	Stable
6.30	R1	Exclusion
6.95	R2	Exclusion
10.93	R3	Exclusion
6.59	R4	Exclusion
9.08	R1	Stable
11.84	R2	Stable
11.08	R3	Stable
8.08	R4	Stable
11.00	R1	Exclusion
7.53	R2	Exclusion
7.36	R3	Exclusion
8.76	R4	Exclusion
8.69	R1	Exclusion
10.05	R2	Exclusion
2.59	R3	Exclusion
9.92	R4	Exclusion
8.39	R1	Stable
8.14	R2	Stable
9.25	R3	Stable
7.10	R4	Stable
10.51	R1	Stable
6.36	R2	Stable
7.21	R3	Stable
8.18	R4	Stable
8.51	R1	Inclusion
9.33	R2	Inclusion
4.72	R3	Inclusion
11.99	R4	Inclusion
9.65	R1	Inclusion
11.58	R2	Inclusion
7.29	R3	Inclusion
12.56	R4	Inclusion
8.07	R1	Stable
11.99	R2	Stable
10.12	R3	Stable
5.17	R4	Stable
10.67	R1	Stable
1.63	R2	Stable
9.31	R3	Stable
10.42	R4	Stable
8.59	R1	Stable
10.12	R2	Stable
7.16	R3	Stable
4.95	R4	Stable
9.35	R1	Stable
6.81	R2	Stable
6.03	R3	Stable
6.85	R4	Stable
9.22	R1	Stable
8.35	R2	Stable
-0.98	R3	Stable
9.18	R4	Stable
7.23	R1	Exclusion
6.77	R2	Exclusion
8.70	R3	Exclusion
9.32	R4	Exclusion
9.22	R1	Exclusion
7.65	R2	Exclusion
4.47	R3	Exclusion
7.01	R4	Exclusion
6.38	R1	Inclusion
1.94	R2	Inclusion
8.83	R3	Inclusion
10.85	R4	Inclusion
9.49	R1	Inclusion
7.12	R2	Inclusion
5.16	R3	Inclusion
6.96	R4	Inclusion
10.77	R1	Exclusion
7.50	R2	Exclusion
9.43	R3	Exclusion
8.86	R4	Exclusion
9.72	R1	Exclusion
13.79	R2	Exclusion
8.31	R3	Exclusion
8.39	R4	Exclusion
8.91	R1	Exclusion
5.97	R2	Exclusion
4.99	R3	Exclusion
7.20	R4	Exclusion
11.01	R1	Exclusion
7.96	R2	Exclusion
8.88	R3	Exclusion
11.79	R4	Exclusion
10.47	R1	Inclusion
3.85	R2	Inclusion
9.72	R3	Inclusion
9.00	R4	Inclusion
10.03	R1	Stable
9.83	R2	Stable
1.32	R3	Stable
8.62	R4	Stable
7.21	R1	Exclusion
6.48	R2	Exclusion
7.15	R3	Exclusion
6.10	R4	Exclusion
10.67	R1	Exclusion
5.61	R2	Exclusion
10.05	R3	Exclusion
4.39	R4	Exclusion
10.13	R1	Exclusion
12.47	R2	Exclusion
7.33	R3	Exclusion
6.56	R4	Exclusion
8.88	R1	Exclusion
-7.19	R2	Exclusion
3.10	R3	Exclusion
13.94	R4	Exclusion
9.60	R1	Stable
10.19	R2	Stable
7.77	R3	Stable
10.71	R4	Stable
8.84	R1	Inclusion
3.25	R2	Inclusion
9.10	R3	Inclusion
7.54	R4	Inclusion
9.60	R1	Exclusion
8.78	R2	Exclusion
9.30	R3	Exclusion
9.49	R4	Exclusion
8.76	R1	Exclusion
8.21	R2	Exclusion
8.34	R3	Exclusion
3.31	R4	Exclusion
6.80	R1	Inclusion
5.81	R2	Inclusion
2.93	R3	Inclusion
11.03	R4	Inclusion
10.47	R1	Inclusion
9.54	R2	Inclusion
10.08	R3	Inclusion
6.23	R4	Inclusion
9.27	R1	Exclusion
8.47	R2	Exclusion
6.99	R3	Exclusion
7.71	R4	Exclusion
9.72	R1	Stable
10.55	R2	Stable
7.40	R3	Stable
7.17	R4	Stable
10.57	R1	Stable
4.36	R2	Stable
11.08	R3	Stable
11.19	R4	Stable
9.73	R1	Exclusion
9.15	R2	Exclusion
8.00	R3	Exclusion
8.08	R4	Exclusion
9.46	R1	Exclusion
7.06	R2	Exclusion
6.99	R3	Exclusion
7.56	R4	Exclusion
9.40	R1	Exclusion
6.89	R2	Exclusion
8.56	R3	Exclusion
12.22	R4	Exclusion
9.20	R1	Exclusion
9.19	R2	Exclusion
8.50	R3	Exclusion
9.53	R4	Exclusion
11.00	R1	Exclusion
8.70	R2	Exclusion
9.49	R3	Exclusion
10.84	R4	Exclusion
7.88	R1	Inclusion
8.24	R2	Inclusion
8.04	R3	Inclusion
8.90	R4	Inclusion
9.80	R1	Exclusion
4.89	R2	Exclusion
10.67	R3	Exclusion
5.79	R4	Exclusion
7.07	R1	Exclusion
9.63	R2	Exclusion
6.66	R3	Exclusion
8.97	R4	Exclusion
7.98	R1	Stable
5.31	R2	Stable
7.46	R3	Stable
8.30	R4	Stable
7.76	R1	Exclusion
8.15	R2	Exclusion
9.79	R3	Exclusion
11.63	R4	Exclusion
9.60	R1	Stable
7.35	R2	Stable
7.79	R3	Stable
8.21	R4	Stable
9.65	R1	Exclusion
9.14	R2	Exclusion
7.35	R3	Exclusion
8.84	R4	Exclusion
6.64	R1	Inclusion
6.65	R2	Inclusion
2.99	R3	Inclusion
8.64	R4	Inclusion
7.98	R1	Stable
-14.28	R2	Stable
7.46	R3	Stable
8.30	R4	Stable
5.79	R1	Inclusion
10.65	R2	Inclusion
9.45	R3	Inclusion
7.91	R4	Inclusion
10.07	R1	Exclusion
6.10	R2	Exclusion
9.54	R3	Exclusion
5.60	R4	Exclusion
8.41	R1	Exclusion
5.26	R2	Exclusion
9.65	R3	Exclusion
6.29	R4	Exclusion
